Element_Symbol,Z,A,N,N-Z,BE_A,BE_A_err,MassExcess,MassExcessErr,AtomicMass,AtomicMassErr,BetaDecayE,BetaDecayE_err
W,74,85,159,11,7866.0,2.0,-25295.0,298.0,158972845.0,320.0,-10550.0,426.0
Re,75,84,159,9,7795.0,2.0,-14745.0,305.0,158984171.0,327.0,,
Pr,59,101,160,42,8011.0,2.0,-36520.0,400.0,159960794.0,429.0,10613.0,500.0
Nd,60,100,160,40,8073.0,2.0,-47134.0,300.0,159949400.0,322.0,5868.0,361.0
Pm,61,99,160,38,8104.0,1.0,-53002.0,200.0,159943100.0,215.0,7233.0,200.0
Sm,62,98,160,36,8144.625,0.037,-60234.793,5.934,159935335.286,6.37,3245.67,11.183
Eu,63,97,160,34,8160.021,0.059,-63480.463,9.501,159931850.916,10.199,4461.278,9.586
Gd,64,96,160,32,8183.014,0.008,-67941.741,1.278,159927061.537,1.371,-105.483,1.022
Tb,65,95,160,30,8177.465,0.008,-67836.257,1.262,159927174.778,1.354,1836.472,1.172
Dy,66,94,160,28,8184.054,0.005,-69672.73,0.772,159925203.244,0.828,-3290.0,15.0
Ho,67,93,160,26,8158.602,0.094,-66382.73,15.02,159928735.204,16.124,-318.502,28.528
Er,68,92,160,24,8151.721,0.152,-66064.228,24.254,159929077.13,26.037,-5762.2,40.311
Tm,69,91,160,22,8110.818,0.214,-60302.028,34.262,159935263.106,36.781,-2139.322,35.017
Yb,70,90,160,20,8092.557,0.045,-58162.706,7.233,159937559.763,7.764,-7892.769,57.28
Lu,71,89,160,18,8038.338,0.355,-50269.937,56.821,159946033.0,61.0,-4330.994,57.617
Hf,72,88,160,16,8006.38,0.06,-45938.943,9.541,159950682.513,10.242,-10115.249,55.147
Ta,73,87,160,14,7938.27,0.339,-35823.695,54.316,159961541.679,58.31,-6497.24,139.859
W,74,86,160,12,7892.772,0.936,-29326.455,149.827,159968516.753,160.846,-12588.0,334.0
Re,75,85,160,10,7809.0,2.0,-16739.0,298.0,159982030.0,320.0,,
Nd,60,101,161,41,8044.0,2.0,-42588.0,400.0,160954280.0,429.0,7648.0,499.0
Pm,61,100,161,39,8087.0,2.0,-50235.0,298.0,160946070.0,320.0,6436.0,298.0
Sm,62,99,161,37,8122.041,0.042,-56671.962,6.817,160939160.143,7.318,5119.562,12.415
Eu,63,98,161,35,8148.98,0.065,-61791.524,10.399,160933664.066,11.164,3714.299,10.525
Gd,64,97,161,33,8167.191,0.01,-65505.824,1.622,160929676.602,1.741,1955.765,1.442
Tb,65,96,161,31,8174.479,0.008,-67461.589,1.35,160927577.001,1.449,594.212,1.26
Dy,66,95,161,29,8173.31,0.005,-68055.801,0.768,160926939.088,0.824,-858.53,2.166
Ho,67,94,161,27,8163.119,0.014,-67197.27,2.242,160927860.759,2.406,-1995.663,9.011
Er,68,93,161,25,8145.864,0.055,-65201.608,8.78,160930003.191,9.425,-3302.9,29.292
Tm,69,92,161,23,8120.49,0.174,-61898.708,27.945,160933549.0,30.0,-4059.308,31.885
Yb,70,91,161,21,8090.417,0.095,-57839.4,15.354,160937906.846,16.483,-5277.056,31.885
Lu,71,90,161,19,8052.781,0.174,-52562.344,27.945,160943572.0,30.0,-6247.672,35.909
Hf,72,89,161,17,8009.117,0.14,-46314.672,22.551,160950279.151,24.209,-7535.674,33.097
Ta,73,88,161,15,7957.452,0.151,-38778.997,24.382,160958369.031,26.175,-8224.0,197.0
W,74,87,161,13,7902.0,1.0,-30555.0,196.0,160967197.0,210.0,-9715.0,247.0
Re,75,86,161,11,7836.312,0.931,-20840.203,149.922,160977627.121,160.948,-10861.0,427.0
Os,76,85,161,9,7764.0,2.0,-9979.0,400.0,160989287.0,429.0,,
Nd,60,102,162,42,8026.0,2.0,-39550.0,400.0,161957541.0,429.0,6819.0,500.0
Pm,61,101,162,40,8063.0,2.0,-46370.0,300.0,161950220.0,322.0,8160.0,358.0
Sm,62,100,162,38,8109.0,1.0,-54530.0,196.0,161941460.0,210.0,4174.0,199.0
Eu,63,99,162,36,8129.438,0.217,-58703.401,35.229,161936979.303,37.819,5577.0,35.0
Gd,64,98,162,34,8159.035,0.025,-64280.401,4.009,161930992.146,4.303,1395.556,36.581
Tb,65,97,162,32,8162.82,0.225,-65675.958,36.372,161929493.955,39.046,2505.521,36.364
Dy,66,96,162,30,8173.457,0.005,-68181.478,0.767,161926804.168,0.822,-2139.937,3.113
Ho,67,95,162,28,8155.418,0.02,-66041.541,3.166,161929101.485,3.398,292.978,3.127
Er,68,94,162,26,8152.397,0.005,-66334.519,0.822,161928786.96,0.882,-4856.728,26.047
Tm,69,93,162,24,8117.588,0.161,-61477.791,26.06,161934000.872,27.977,-1651.444,30.24
Yb,70,92,162,22,8102.565,0.095,-59826.347,15.359,161935773.771,16.488,-6994.593,76.592
Lu,71,91,162,20,8054.559,0.463,-52831.753,75.036,161943282.776,80.554,-3662.746,75.57
Hf,72,90,162,18,8027.12,0.055,-49169.008,8.968,161947214.896,9.627,-9388.814,52.931
Ta,73,89,162,16,7964.335,0.322,-39780.194,52.238,161957294.202,56.079,-5780.987,52.239
W,74,88,162,14,7923.821,0.109,-33999.207,17.658,161963500.347,18.956,-11498.0,197.0
Re,75,87,162,12,7848.0,1.0,-22501.0,196.0,161975844.0,210.0,-8061.0,358.0
Os,76,86,162,10,7793.0,2.0,-14440.0,300.0,161984498.0,322.0,,
Pm,61,102,163,41,8044.0,2.0,-43249.0,400.0,162953570.0,429.0,7471.0,499.0
Sm,62,101,163,39,8085.0,2.0,-50720.0,298.0,162945550.0,320.0,5765.0,305.0
Eu,63,100,163,37,8115.471,0.402,-56484.886,65.544,162939360.977,70.364,4829.0,65.0
Gd,64,99,163,35,8140.297,0.052,-61313.886,8.426,162934176.832,9.045,3282.185,9.358
Tb,65,98,163,33,8155.633,0.025,-64596.071,4.073,162930653.261,4.372,1785.099,4.001
Dy,66,97,163,31,8161.785,0.005,-66381.17,0.765,162928736.879,0.821,-2.834,0.019
Ho,67,96,163,29,8156.968,0.005,-66378.335,0.765,162928739.921,0.821,-1210.612,4.575
Er,68,95,163,27,8144.741,0.028,-65167.723,4.639,162930039.567,4.98,-2439.0,3.0
Tm,69,94,163,25,8124.979,0.034,-62728.723,5.524,162932657.941,5.93,-3429.629,16.309
Yb,70,93,163,23,8099.138,0.094,-59299.094,15.364,162936339.8,16.493,-4507.685,31.89
Lu,71,92,163,21,8066.684,0.171,-54791.409,27.945,162941179.0,30.0,-5527.726,37.348
Hf,72,91,163,19,8027.972,0.152,-49263.682,24.778,162947113.258,26.599,-6729.054,45.416
Ta,73,90,163,17,7981.89,0.234,-42534.629,38.061,162954337.195,40.86,-7626.436,65.049
W,74,89,163,15,7930.302,0.324,-34908.193,52.751,162962524.511,56.63,-8905.949,55.912
Re,75,88,163,13,7870.865,0.114,-26002.244,18.534,162972085.441,19.897,-9810.0,299.0
Os,76,87,163,11,7806.0,2.0,-16192.0,298.0,162982617.0,320.0,,
Pm,61,103,164,42,8017.0,2.0,-38870.0,400.0,163958271.0,429.0,9232.0,499.0
Sm,62,102,164,40,8069.0,2.0,-48102.0,298.0,163948360.0,320.0,5279.0,319.0
Eu,63,101,164,38,8096.0,1.0,-53381.0,114.0,163942693.0,122.0,6393.0,50.0
Gd,64,100,164,36,8130.0,1.0,-59774.0,102.0,163935830.0,110.0,2304.0,143.0
Tb,65,99,164,34,8139.765,0.61,-62077.965,100.003,163933356.559,107.357,3890.0,100.0
Dy,66,98,164,32,8158.714,0.005,-65967.965,0.767,163929180.472,0.823,-986.463,1.415
Ho,67,97,164,30,8147.929,0.009,-64981.503,1.528,163930239.483,1.639,961.387,1.42
Er,68,96,164,28,8149.02,0.005,-65942.89,0.775,163929207.392,0.832,-4038.855,24.401
Tm,69,95,164,26,8119.623,0.149,-61904.035,24.394,163933543.281,26.188,-886.617,28.829
Yb,70,94,164,24,8109.446,0.094,-61017.418,15.369,163934495.103,16.499,-6375.048,31.892
Lu,71,93,164,22,8065.804,0.17,-54642.37,27.945,163941339.0,30.0,-2823.865,32.112
Hf,72,92,164,20,8043.814,0.096,-51818.505,15.82,163944370.544,16.983,-8535.704,32.112
Ta,73,91,164,18,7986.997,0.17,-43282.8,27.945,163953534.0,30.0,-5047.041,29.572
W,74,90,164,16,7951.452,0.059,-38235.759,9.674,163958952.222,10.385,-10763.323,55.406
Re,75,89,164,14,7881.052,0.333,-27472.436,54.555,163970507.124,58.566,-7050.331,140.051
Os,76,88,164,12,7833.291,0.914,-20422.106,149.919,163978075.966,160.945,-13078.0,348.0
Ir,77,87,164,10,7749.0,2.0,-7344.0,314.0,163992116.0,338.0,,
Sm,62,103,165,41,8043.0,2.0,-43808.0,401.0,164952970.0,430.0,6916.0,424.0
Eu,63,102,165,39,8080.0,1.0,-50724.0,138.0,164945546.0,148.0,5729.0,65.0
Gd,64,101,165,37,8110.0,1.0,-56453.0,121.0,164939395.0,130.0,4113.0,65.0
Tb,65,100,165,35,8130.0,1.0,-60566.0,102.0,164934980.0,110.0,3047.0,102.0
Dy,66,99,165,33,8143.909,0.005,-63612.606,0.769,164931709.054,0.825,1286.4,0.829
Ho,67,98,165,31,8146.964,0.006,-64899.006,1.01,164930328.047,1.084,-377.396,1.033
Er,68,97,165,29,8139.936,0.006,-64521.61,0.964,164930733.198,1.034,-1591.99,1.538
Tm,69,96,165,27,8125.546,0.01,-62929.621,1.671,164932442.269,1.793,-2634.239,26.592
Yb,70,95,165,25,8104.839,0.161,-60295.382,26.539,164935270.241,28.49,-3853.14,35.432
Lu,71,94,165,23,8076.745,0.161,-56442.242,26.539,164939406.758,28.49,-4806.734,38.539
Hf,72,93,165,21,8042.872,0.169,-51635.507,27.945,164944567.0,30.0,-5787.655,31.195
Ta,73,92,165,19,8003.054,0.084,-45847.853,13.863,164950780.303,14.882,-6986.83,28.566
W,74,91,165,17,7955.968,0.151,-38861.022,24.977,164958280.974,26.813,-8201.246,34.332
Re,75,90,165,15,7901.522,0.143,-30659.776,23.594,164967085.375,25.329,-8865.0,197.0
Os,76,89,165,13,7843.0,1.0,-21795.0,196.0,164976602.0,210.0,-10202.0,252.0
Ir,77,88,165,11,7776.0,1.0,-11593.0,158.0,164987555.0,170.0,,
Sm,62,104,166,42,8024.0,2.0,-40730.0,400.0,165956275.0,429.0,6478.0,537.0
Eu,63,103,166,40,8059.0,2.0,-47208.0,358.0,165949320.0,384.0,7322.0,300.0
Gd,64,102,166,38,8098.0,1.0,-54530.0,196.0,165941460.0,210.0,3355.0,208.0
Tb,65,101,166,36,8113.68,0.422,-57884.789,70.005,165937858.119,75.153,4700.0,70.0
Dy,66,100,166,34,8137.28,0.005,-62584.789,0.867,165932812.461,0.93,486.54,0.921
Ho,67,99,166,32,8135.499,0.006,-63071.329,1.01,165932290.139,1.084,1854.713,0.922
Er,68,98,166,30,8141.959,0.007,-64926.042,1.165,165930299.023,1.251,-3037.667,11.547
Tm,69,97,166,28,8118.946,0.07,-61888.375,11.606,165933560.092,12.459,-292.635,13.507
Yb,70,96,166,26,8112.471,0.043,-61595.74,7.101,165933874.249,7.623,-5574.759,30.642
Lu,71,95,166,24,8074.175,0.18,-56020.981,29.808,165939859.0,32.0,-2161.998,40.859
Hf,72,94,166,22,8056.438,0.168,-53858.983,27.945,165942180.0,30.0,-7761.208,39.52
Ta,73,93,166,20,8004.971,0.168,-46097.775,27.945,165950512.0,30.0,-4209.744,29.508
W,74,92,166,18,7974.898,0.057,-41888.031,9.478,165955031.346,10.174,-9994.553,72.879
Re,75,91,166,16,7909.977,0.436,-31893.478,72.31,165965760.94,77.628,-6461.961,72.387
Os,76,90,166,14,7866.336,0.108,-25431.517,17.966,165972698.141,19.287,-12078.0,197.0
Ir,77,89,166,12,7789.0,1.0,-13354.0,196.0,165985664.0,210.0,-8624.0,359.0
Pt,78,88,166,10,7732.0,2.0,-4730.0,300.0,165994923.0,322.0,,
Eu,63,104,167,41,8040.0,2.0,-44010.0,400.0,166952753.0,429.0,6803.0,499.0
Gd,64,103,167,39,8076.0,2.0,-50813.0,298.0,166945450.0,320.0,5114.0,357.0
Tb,65,102,167,37,8102.0,1.0,-55927.0,196.0,166939960.0,210.0,4004.0,205.0
Dy,66,101,167,35,8120.992,0.361,-59930.626,60.228,166935661.823,64.657,2350.0,60.0
Ho,67,100,167,33,8130.379,0.031,-62280.626,5.234,166933138.994,5.618,1010.554,5.208
Er,68,99,167,31,8131.746,0.007,-63291.18,1.166,166932054.119,1.252,-747.539,1.501
Tm,69,98,167,29,8122.585,0.008,-62543.641,1.298,166932856.635,1.393,-1953.065,3.798
Yb,70,97,167,27,8106.205,0.024,-60590.576,3.981,166934953.337,4.273,-3089.451,31.92
Lu,71,96,167,25,8083.021,0.19,-57501.125,31.671,166938270.0,34.0,-4033.369,42.237
Hf,72,95,167,23,8054.184,0.167,-53467.756,27.945,166942600.0,30.0,-5116.697,39.52
Ta,73,94,167,21,8018.861,0.167,-48351.059,27.945,166948093.0,30.0,-6253.001,33.382
W,74,93,167,19,7976.733,0.109,-42098.058,18.261,166954805.873,19.603,-7267.0,44.0
Re,75,92,167,17,7929.0,0.0,-34831.0,40.0,166962607.0,43.0,-8329.0,83.0
Os,76,91,167,15,7873.974,0.435,-26501.993,72.682,166971548.938,78.027,-9429.554,74.962
Ir,77,90,167,13,7812.825,0.11,-17072.44,18.346,166981671.981,19.695,-10460.0,303.0
Pt,78,89,167,11,7746.0,2.0,-6612.0,302.0,166992901.0,325.0,,
Eu,63,105,168,42,8014.0,3.0,-39740.0,500.0,167957337.0,537.0,8623.0,641.0
Gd,64,104,168,40,8061.0,2.0,-48363.0,401.0,167948080.0,430.0,4359.0,499.0
Tb,65,103,168,38,8082.0,2.0,-52723.0,298.0,167943400.0,320.0,5837.0,329.0
Dy,66,102,168,36,8112.536,0.833,-58559.566,140.009,167937133.716,150.305,1501.605,143.186
Ho,67,101,168,34,8116.817,0.179,-60061.171,30.023,167935521.676,32.23,2930.0,30.0
Er,68,100,168,32,8129.601,0.007,-62991.171,1.168,167932376.192,1.254,-1678.25,1.87
Tm,69,99,168,30,8114.954,0.01,-61312.921,1.709,167934177.868,1.834,268.98,1.887
Yb,70,98,168,28,8111.898,0.007,-61581.901,1.195,167933889.106,1.282,-4514.051,39.248
Lu,71,97,168,26,8080.372,0.234,-57067.85,39.266,167938735.139,42.153,-1707.299,48.195
Hf,72,96,168,24,8065.553,0.166,-55360.552,27.945,167940568.0,30.0,-6966.644,39.52
Ta,73,95,168,22,8019.428,0.166,-48393.908,27.945,167948047.0,30.0,-3500.799,30.936
W,74,94,168,20,7993.933,0.079,-44893.109,13.271,167951805.262,14.247,-9098.224,33.556
Re,75,93,168,18,7935.12,0.183,-35794.885,30.821,167961572.608,33.087,-5799.672,32.373
Os,76,92,168,16,7895.941,0.059,-29995.213,9.904,167967798.812,10.632,-11328.987,56.098
Ir,77,91,168,14,7823.85,0.329,-18666.226,55.216,167979960.981,59.277,-7658.765,140.344
Pt,78,90,168,12,7773.605,0.893,-11007.46,149.951,167988183.004,160.978,,
Gd,64,105,169,41,8036.0,3.0,-44153.0,503.0,168952600.0,540.0,6176.0,585.0
Tb,65,104,169,39,8068.0,2.0,-50329.0,298.0,168945970.0,320.0,5269.0,423.0
Dy,66,103,169,37,8094.763,1.779,-55597.177,300.67,168940313.971,322.782,3200.0,300.0
Ho,67,102,169,35,8109.068,0.119,-58797.177,20.06,168936878.63,21.534,2125.927,20.053
Er,68,101,169,33,8117.019,0.007,-60923.104,1.179,168934596.353,1.265,352.108,1.114
Tm,69,100,169,31,8114.473,0.005,-61275.212,0.812,168934218.35,0.871,-897.65,1.141
Yb,70,99,169,29,8104.532,0.007,-60377.563,1.205,168935182.016,1.293,-2293.0,3.0
Lu,71,98,169,27,8086.335,0.019,-58084.563,3.233,168937643.653,3.47,-3367.673,28.131
Hf,72,97,169,25,8061.778,0.165,-54716.889,27.945,168941259.0,30.0,-4426.46,39.52
Ta,73,96,169,23,8030.957,0.165,-50290.43,27.945,168946011.0,30.0,-5372.557,31.925
W,74,95,169,21,7994.537,0.091,-44917.873,15.436,168951778.677,16.571,-6508.641,19.173
Re,75,94,169,19,7951.395,0.067,-38409.232,11.374,168958765.991,12.21,-7686.541,27.618
Os,76,93,169,17,7901.284,0.149,-30722.691,25.167,168967017.833,27.017,-8628.852,34.276
Ir,77,92,169,15,7845.596,0.138,-22093.839,23.308,168976281.287,25.021,-9581.0,197.0
Pt,78,91,169,13,7784.0,1.0,-12512.0,196.0,168986567.0,210.0,-10724.0,357.0
Au,79,90,169,11,7716.0,2.0,-1788.0,298.0,168998080.0,320.0,,
Gd,64,106,170,42,8020.0,4.0,-41380.0,596.0,169955577.0,640.0,5344.0,718.0
Tb,65,105,170,40,8047.0,2.0,-46724.0,401.0,169949840.0,430.0,6940.0,446.0
Dy,66,104,170,38,8083.0,1.0,-53663.0,196.0,169942390.0,210.0,2575.0,202.0
Ho,67,103,170,36,8093.796,0.294,-56238.681,50.024,169939625.289,53.702,3870.0,50.0
Er,68,102,170,34,8111.959,0.009,-60108.681,1.546,169935470.673,1.659,-312.828,1.821
Tm,69,101,170,32,8105.517,0.005,-59795.853,0.801,169935806.507,0.859,968.066,0.801
Yb,70,100,170,30,8106.609,0.0,-60763.919,0.01,169934767.245,0.011,-3457.695,16.843
Lu,71,99,170,28,8081.668,0.099,-57306.224,16.843,169938479.234,18.081,-1052.37,32.628
Hf,72,98,170,26,8070.875,0.164,-56253.854,27.945,169939609.0,30.0,-6116.19,39.52
Ta,73,97,170,24,8030.296,0.164,-50137.665,27.945,169946175.0,30.0,-2846.832,30.904
W,74,96,170,22,8008.948,0.078,-47290.832,13.195,169949231.2,14.165,-8377.639,26.611
Re,75,95,170,20,7955.065,0.136,-38913.193,23.109,169958224.966,24.808,-4986.946,25.091
Os,76,94,170,18,7921.128,0.057,-33926.247,9.773,169963578.673,10.491,-10567.0,89.0
Ir,77,93,170,16,7854.0,1.0,-23360.0,89.0,169974922.0,95.0,-7060.0,89.0
Pt,78,92,170,14,7808.236,0.107,-16299.193,18.247,169982502.095,19.588,-12547.0,197.0
Au,79,91,170,12,7730.0,1.0,-3752.0,196.0,169995972.0,211.0,,
Tb,65,106,171,41,8031.0,3.0,-44032.0,503.0,170952730.0,540.0,6157.0,585.0
Dy,66,105,171,39,8063.0,2.0,-50189.0,298.0,170946120.0,320.0,4330.0,670.0
Ho,67,104,171,37,8083.608,3.509,-54518.956,600.002,170941471.49,644.128,3200.0,600.0
Er,68,103,171,35,8097.746,0.009,-57718.956,1.557,170938036.148,1.67,1491.342,1.256
Tm,69,102,171,33,8101.893,0.006,-59210.298,0.972,170936435.126,1.043,96.512,0.972
Yb,70,101,171,31,8097.882,0.0,-59306.81,0.013,170936331.517,0.014,-1478.414,1.862
Lu,71,100,171,29,8084.661,0.011,-57828.395,1.862,170937918.66,1.998,-2397.05,28.936
Hf,72,99,171,27,8066.068,0.169,-55431.345,28.876,170940492.0,31.0,-3711.072,40.184
Ta,73,98,171,25,8039.791,0.163,-51720.273,27.945,170944476.0,30.0,-4634.183,39.52
W,74,97,171,23,8008.115,0.163,-47086.09,27.945,170949451.0,30.0,-5835.81,39.52
Re,75,96,171,21,7969.412,0.163,-41250.28,27.945,170955716.0,30.0,-6948.339,33.145
Os,76,95,171,19,7924.204,0.104,-34301.942,17.823,170963175.348,19.133,-7889.916,42.395
Ir,77,94,171,17,7873.489,0.225,-26412.025,38.466,170971645.522,41.295,-8942.323,82.291
Pt,78,93,171,15,7816.619,0.425,-17469.702,72.747,170981245.502,78.097,-9907.407,75.639
Au,79,92,171,13,7754.106,0.121,-7562.295,20.713,170991881.542,22.236,-11043.0,303.0
Hg,80,91,171,11,7685.0,2.0,3480.0,303.0,171003736.0,325.0,,
Tb,65,107,172,42,8007.0,3.0,-39850.0,503.0,171957219.0,540.0,8159.0,585.0
Dy,66,106,172,40,8050.0,2.0,-48009.0,298.0,171948460.0,320.0,3474.0,357.0
Ho,67,105,172,38,8066.0,1.0,-51484.0,196.0,171944730.0,210.0,5000.0,196.0
Er,68,104,172,36,8090.41,0.023,-56483.612,4.008,171939362.344,4.302,890.767,4.543
Tm,69,103,172,34,8091.041,0.032,-57374.379,5.503,171938406.067,5.907,1881.067,5.503
Yb,70,102,172,32,8097.429,0.0,-59255.446,0.014,171936386.658,0.014,-2519.466,2.336
Lu,71,101,172,30,8078.232,0.014,-56735.98,2.336,171939091.417,2.507,-333.754,24.54
Hf,72,100,172,28,8071.743,0.142,-56402.226,24.428,171939449.716,26.224,-5072.248,37.117
Ta,73,99,172,26,8037.705,0.162,-51329.977,27.945,171944895.0,30.0,-2232.791,39.52
W,74,98,172,24,8020.175,0.162,-49097.186,27.945,171947292.0,30.0,-7560.08,47.974
Re,75,97,172,22,7971.672,0.227,-41537.106,38.995,171955408.079,41.862,-4293.264,41.036
Os,76,96,172,20,7942.163,0.074,-37243.842,12.782,171960017.088,13.721,-9864.473,34.832
Ir,77,95,172,18,7880.263,0.188,-27379.369,32.402,171970607.036,34.785,-6272.449,34.023
Pt,78,94,172,16,7839.247,0.06,-21106.92,10.377,171977340.788,11.139,-11788.914,57.108
Au,79,93,172,14,7766.158,0.326,-9318.006,56.158,171989996.708,60.287,-8259.262,140.853
Hg,80,92,172,12,7713.591,0.873,-1058.744,150.079,171998863.391,161.116,,
Dy,66,107,173,41,8027.0,2.0,-43939.0,401.0,172952830.0,430.0,5412.0,499.0
Ho,67,106,173,39,8054.0,2.0,-49351.0,298.0,172947020.0,320.0,4304.0,357.0
Er,68,105,173,37,8074.0,1.0,-53654.0,196.0,172942400.0,210.0,2602.0,196.0
Tm,69,104,173,35,8084.463,0.025,-56256.059,4.4,172939606.632,4.723,1295.166,4.4
Yb,70,103,173,33,8087.427,0.0,-57551.225,0.011,172938216.215,0.012,-670.31,1.567
Lu,71,102,173,31,8079.03,0.009,-56880.916,1.567,172938935.822,1.682,-1469.132,27.989
Hf,72,101,173,29,8066.016,0.162,-55411.784,27.945,172940513.0,30.0,-3015.246,39.52
Ta,73,100,173,27,8044.064,0.162,-52396.538,27.945,172943750.0,30.0,-3669.155,39.52
W,74,99,173,25,8018.333,0.162,-48727.383,27.945,172947689.0,30.0,-5173.518,39.52
Re,75,98,173,23,7983.906,0.162,-43553.865,27.945,172953243.0,30.0,-6115.608,31.697
Os,76,97,173,21,7944.033,0.086,-37438.257,14.959,172959808.375,16.059,-7169.822,18.583
Ir,77,96,173,19,7898.067,0.064,-30268.435,11.026,172967505.496,11.837,-8325.524,57.052
Pt,78,95,173,17,7845.42,0.324,-21942.911,55.977,172976443.315,60.093,-9110.471,60.421
Au,79,94,173,15,7788.237,0.132,-12832.44,22.784,172986223.808,24.459,-10123.0,197.0
Hg,80,93,173,13,7725.0,1.0,-2710.0,196.0,172997091.0,210.0,,
Dy,66,108,174,42,8012.0,3.0,-41370.0,503.0,173955587.0,540.0,4319.0,585.0
Ho,67,107,174,40,8033.0,2.0,-45690.0,298.0,173950950.0,320.0,6260.0,422.0
Er,68,106,174,38,8064.0,2.0,-51949.0,298.0,173944230.0,320.0,1915.0,301.0
Tm,69,105,174,36,8070.642,0.257,-53864.512,44.721,173942174.064,48.01,3080.0,44.721
Yb,70,104,174,34,8083.847,0.0,-56944.512,0.011,173938867.548,0.011,-1374.317,1.567
Lu,71,103,174,32,8071.453,0.009,-55570.195,1.567,173940342.938,1.682,274.286,2.169
Hf,72,102,174,30,8068.533,0.013,-55844.481,2.259,173940048.48,2.424,-4103.715,28.036
Ta,73,101,174,28,8040.452,0.161,-51740.766,27.945,173944454.0,30.0,-1513.678,39.52
W,74,100,174,26,8027.256,0.161,-50227.088,27.945,173946079.0,30.0,-6553.992,39.52
Re,75,99,174,24,7985.094,0.161,-43673.096,27.945,173953115.0,30.0,-3677.681,29.767
Os,76,98,174,22,7959.461,0.059,-39995.416,10.254,173957063.152,11.008,-9131.924,26.395
Ir,77,97,174,20,7902.483,0.14,-30863.492,24.322,173966866.676,26.111,-5545.329,26.433
Pt,78,96,174,18,7866.117,0.059,-25318.163,10.351,173972819.832,11.112,-11083.0,89.0
Au,79,95,174,16,7798.0,1.0,-14235.0,89.0,173984718.0,95.0,-7594.0,89.0
Hg,80,94,174,14,7749.784,0.11,-6641.009,19.211,173992870.583,20.624,,
Ho,67,108,175,41,8019.0,2.0,-43203.0,401.0,174953620.0,430.0,5449.0,566.0
Er,68,107,175,39,8045.0,2.0,-48652.0,401.0,174947770.0,430.0,3659.0,404.0
Tm,69,106,175,37,8061.766,0.286,-52310.549,50.0,174943842.313,53.677,2385.0,50.0
Yb,70,105,175,35,8070.925,0.0,-54695.549,0.071,174941281.91,0.076,470.033,1.206
Lu,71,104,175,33,8069.14,0.007,-55165.582,1.207,174940777.308,1.295,-683.92,1.952
Hf,72,103,175,31,8060.761,0.013,-54481.662,2.282,174941511.527,2.449,-2073.015,28.038
Ta,73,102,175,29,8044.445,0.16,-52408.647,27.945,174943737.0,30.0,-2775.852,39.52
W,74,101,175,27,8024.112,0.16,-49632.795,27.945,174946717.0,30.0,-4344.488,39.52
Re,75,100,175,25,7994.816,0.16,-45288.307,27.945,174951381.0,30.0,-5182.931,30.324
Os,76,99,175,23,7960.729,0.067,-40105.376,11.775,174956945.105,12.64,-6710.87,17.089
Ir,77,98,175,21,7917.91,0.071,-33394.506,12.384,174964149.521,13.295,-7681.04,22.001
Pt,78,97,175,19,7869.548,0.104,-25713.466,18.185,174972395.457,19.522,-8309.511,42.705
Au,79,96,175,17,7817.595,0.221,-17403.955,38.64,174981316.085,41.481,-9431.379,82.504
Hg,80,95,175,15,7759.231,0.417,-7972.576,72.896,174991441.086,78.257,,
Ho,67,109,176,42,7997.0,3.0,-39290.0,503.0,175957820.0,540.0,7340.0,643.0
Er,68,108,176,40,8034.0,2.0,-46631.0,401.0,175949940.0,430.0,2741.0,413.0
Tm,69,107,176,38,8045.121,0.568,-49371.314,100.0,175946997.711,107.354,4120.0,100.0
Yb,70,106,176,36,8064.085,0.0,-53491.314,0.015,175942574.708,0.015,-109.078,1.212
Lu,71,105,176,34,8059.02,0.007,-53382.236,1.212,175942691.809,1.301,1194.085,0.874
Hf,72,104,176,32,8061.359,0.008,-54576.321,1.481,175941409.905,1.59,-3210.948,30.775
Ta,73,103,176,30,8038.67,0.175,-51365.374,30.739,175944857.0,33.0,-723.771,41.543
W,74,102,176,28,8030.112,0.159,-50641.603,27.945,175945634.0,30.0,-5578.718,39.52
Re,75,101,176,26,7993.97,0.159,-45062.885,27.945,175951623.0,30.0,-2964.945,39.52
Os,76,100,176,24,7972.679,0.159,-42097.94,27.945,175954806.0,30.0,-8219.614,32.58
Ir,77,99,176,22,7921.531,0.095,-33878.326,16.75,175963630.119,17.981,-4944.459,21.035
Pt,78,98,176,20,7888.992,0.072,-28933.867,12.724,175968938.214,13.66,-10412.904,35.541
Au,79,97,176,18,7825.383,0.189,-18520.963,33.185,175980116.927,35.625,-6736.013,34.998
Hg,80,96,176,16,7782.665,0.063,-11784.95,11.119,175987348.335,11.937,-12366.544,75.904
